refactoring_type,file_path,method_name,class_name,lines_changed,cyclomatic_complexity,nesting_depth,commit_sha
Remove Variable Modifier,gson/src/test/java/com/google/gson/GsonTest.java,,GsonTest,120,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/GsonTest.java,,GsonTest,220,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/GsonTest.java,,GsonTest,220,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/GsonTest.java,,GsonTest,300,14,4,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/GsonTest.java,,GsonTest,220,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Parameter Modifier,gson/src/main/java/com/google/gson/Gson.java,,Gson,30,1,1,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Parameter Modifier,gson/src/main/java/com/google/gson/Gson.java,,Gson,62,1,1,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/TypeAdapterTest.java,,TypeAdapterTest,54,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/common/TestTypes.java,,TestTypes,22,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/functional/ConcurrencyTest.java,,ConcurrencyTest,70,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/functional/ConcurrencyTest.java,,ConcurrencyTest,70,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/functional/ConcurrencyTest.java,,ConcurrencyTest,70,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/functional/ConcurrencyTest.java,,ConcurrencyTest,74,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/functional/ConcurrencyTest.java,,ConcurrencyTest,74,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/functional/ConcurrencyTest.java,,ConcurrencyTest,74,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/functional/DelegateTypeAdapterTest.java,,DelegateTypeAdapterTest,36,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Parameter Modifier,gson/src/test/java/com/google/gson/functional/JsonAdapterAnnotationOnClassesTest.java,,JsonAdapterAnnotationOnClassesTest,34,1,1,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Parameter Modifier,gson/src/test/java/com/google/gson/functional/JsonAdapterAnnotationOnFieldsTest.java,,JsonAdapterAnnotationOnFieldsTest,34,1,1,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Parameter Modifier,gson/src/test/java/com/google/gson/functional/JsonAdapterAnnotationOnFieldsTest.java,,JsonAdapterAnnotationOnFieldsTest,30,1,1,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Parameter Modifier,gson/src/test/java/com/google/gson/functional/JsonAdapterAnnotationOnFieldsTest.java,,JsonAdapterAnnotationOnFieldsTest,34,1,1,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/functional/MapTest.java,,MapTest,72,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/NamingPolicyTest.java,,NamingPolicyTest,46,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/functional/ObjectTest.java,,ObjectTest,38,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/functional/ParameterizedTypesTest.java,,ParameterizedTypesTest,24,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/functional/ReflectionAccessTest.java,,ReflectionAccessTest,122,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/functional/ReflectionAccessTest.java,,ReflectionAccessTest,122,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/functional/ReflectionAccessTest.java,,ReflectionAccessTest,122,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/functional/RuntimeTypeAdapterFactoryFunctionalTest.java,,RuntimeTypeAdapterFactoryFunctionalTest,132,2,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/functional/RuntimeTypeAdapterFactoryFunctionalTest.java,,RuntimeTypeAdapterFactoryFunctionalTest,132,3,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,extras/src/main/java/com/google/gson/typeadapters/RuntimeTypeAdapterFactory.java,,RuntimeTypeAdapterFactory,178,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,extras/src/main/java/com/google/gson/typeadapters/RuntimeTypeAdapterFactory.java,,RuntimeTypeAdapterFactory,178,2,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,extras/src/main/java/com/google/gson/typeadapters/RuntimeTypeAdapterFactory.java,,RuntimeTypeAdapterFactory,178,3,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Parameter Modifier,gson/src/test/java/com/google/gson/functional/TypeAdapterPrecedenceTest.java,,TypeAdapterPrecedenceTest,18,1,1,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Parameter Modifier,gson/src/test/java/com/google/gson/functional/TypeAdapterPrecedenceTest.java,,TypeAdapterPrecedenceTest,18,1,1,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Parameter Modifier,gson/src/test/java/com/google/gson/functional/TypeAdapterPrecedenceTest.java,,TypeAdapterPrecedenceTest,28,1,1,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/internal/bind/Java17ReflectiveTypeAdapterFactoryTest.java,,Java17ReflectiveTypeAdapterFactoryTest,20,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/internal/bind/JsonElementReaderTest.java,,JsonElementReaderTest,48,1,2,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,gson/src/test/java/com/google/gson/internal/bind/util/ISO8601UtilsTest.java,,ISO8601UtilsTest,12,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Parameter Modifier,gson/src/test/java/com/google/gson/stream/JsonReaderTest.java,,JsonReaderTest,40,1,1,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,metrics/src/main/java/com/google/gson/metrics/BagOfPrimitives.java,,BagOfPrimitives,22,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,proto/src/test/java/com/google/gson/protobuf/functional/ProtosWithComplexAndRepeatedFieldsTest.java,,ProtosWithComplexAndRepeatedFieldsTest,34,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,proto/src/test/java/com/google/gson/protobuf/functional/ProtosWithComplexAndRepeatedFieldsTest.java,,ProtosWithComplexAndRepeatedFieldsTest,26,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,proto/src/test/java/com/google/gson/protobuf/functional/ProtosWithComplexAndRepeatedFieldsTest.java,,ProtosWithComplexAndRepeatedFieldsTest,18,1,1,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,proto/src/main/java/com/google/gson/protobuf/ProtoTypeAdapter.java,,ProtoTypeAdapter,64,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Remove Variable Modifier,proto/src/main/java/com/google/gson/protobuf/ProtoTypeAdapter.java,,ProtoTypeAdapter,64,1,0,0eb681b1a3ed8e2241f926446abc9b62c5986bbf
Add Class Annotation,gson/src/main/java/com/google/gson/JsonIOException.java,,JsonIOException,56,2,2,9471163df1f972975878784d9fd3c646c8d0b840
Add Class Annotation,gson/src/main/java/com/google/gson/internal/$Gson$Types.java,,$Gson$Types,1302,179,7,9471163df1f972975878784d9fd3c646c8d0b840
Add Class Annotation,gson/src/main/java/com/google/gson/internal/$Gson$Preconditions.java,,$Gson$Preconditions,76,4,3,9471163df1f972975878784d9fd3c646c8d0b840
Add Class Annotation,gson/src/test/java/com/google/gson/internal/bind/util/ISO8601UtilsTest.java,,ISO8601UtilsTest,192,1,2,9471163df1f972975878784d9fd3c646c8d0b840
Add Class Annotation,gson/src/test/java/com/google/gson/functional/TypeHierarchyAdapterTest.java,,TypeHierarchyAdapterTest,8,1,1,9471163df1f972975878784d9fd3c646c8d0b840
Add Class Annotation,gson/src/test/java/com/google/gson/functional/VersioningTest.java,,VersioningTest,10,1,1,9471163df1f972975878784d9fd3c646c8d0b840
Add Class Annotation,gson/src/test/java/com/google/gson/functional/VersioningTest.java,,VersioningTest,12,1,1,9471163df1f972975878784d9fd3c646c8d0b840
Add Class Annotation,gson/src/test/java/com/google/gson/integration/OSGiManifestIT.java,,OSGiManifestIT,406,16,4,9471163df1f972975878784d9fd3c646c8d0b840
Add Class Annotation,gson/src/main/java/com/google/gson/internal/bind/util/ISO8601Utils.java,,ISO8601Utils,720,68,8,9471163df1f972975878784d9fd3c646c8d0b840
Add Class Annotation,test-shrinker/src/test/java/com/google/gson/it/ShrinkingIT.java,,ShrinkingIT,554,14,4,9471163df1f972975878784d9fd3c646c8d0b840
Try With Resources,metrics/src/main/java/com/google/gson/metrics/ParseBenchmark.java,,ParseBenchmark,63,2,1,2aff513c5a0582036ede4aea7a2bc8aefb126e55
Remove Thrown Exception Type,gson/src/test/java/com/google/gson/functional/ReflectionAccessFilterTest.java,,ReflectionAccessFilterTest,58,1,0,ec5a5e4e1b4680c747fdbc6ddbc1f4488ddcf3ed
Change Parameter Type,gson/src/main/java/com/google/gson/internal/$Gson$Types.java,,$Gson$Types,14,1,0,6c2e3db7d25ceceabe056aeb8b65477fdd509214
Change Parameter Type,gson/src/main/java/com/google/gson/internal/$Gson$Types.java,,$Gson$Types,4,2,1,6c2e3db7d25ceceabe056aeb8b65477fdd509214
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/GsonBuilderTest.java,,GsonBuilderTest,41,1,0,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/GsonBuilderTest.java,,GsonBuilderTest,98,1,0,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/GsonBuilderTest.java,,GsonBuilderTest,97,1,2,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/GsonTest.java,,GsonTest,96,1,0,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/GsonTest.java,,GsonTest,95,1,0,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/GsonTest.java,,GsonTest,170,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/GsonTest.java,,GsonTest,169,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/GsonTest.java,,GsonTest,170,1,2,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/GsonTest.java,,GsonTest,170,1,2,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/GsonTest.java,,GsonTest,169,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/GsonTest.java,,GsonTest,169,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/GsonTypeAdapterTest.java,,GsonTypeAdapterTest,56,3,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/ConcurrencyTest.java,,ConcurrencyTest,104,3,4,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/CustomDeserializerTest.java,,CustomDeserializerTest,51,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/CustomDeserializerTest.java,,CustomDeserializerTest,39,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/CustomDeserializerTest.java,,CustomDeserializerTest,39,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/CustomDeserializerTest.java,,CustomDeserializerTest,41,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/CustomDeserializerTest.java,,CustomDeserializerTest,41,1,0,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/CustomSerializerTest.java,,CustomSerializerTest,35,1,0,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java,,CustomTypeAdaptersTest,57,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java,,CustomTypeAdaptersTest,55,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java,,CustomTypeAdaptersTest,36,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java,,CustomTypeAdaptersTest,49,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java,,CustomTypeAdaptersTest,57,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java,,CustomTypeAdaptersTest,59,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java,,CustomTypeAdaptersTest,33,2,2,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java,,CustomTypeAdaptersTest,36,2,2,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java,,CustomTypeAdaptersTest,59,1,2,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/CustomTypeAdaptersTest.java,,CustomTypeAdaptersTest,71,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/DefaultTypeAdaptersTest.java,,DefaultTypeAdaptersTest,46,2,0,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,,InstanceCreatorTest,34,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,,InstanceCreatorTest,44,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,,InstanceCreatorTest,36,1,0,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,,InstanceCreatorTest,33,1,0,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/InstanceCreatorTest.java,,InstanceCreatorTest,47,1,0,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/JsonAdapterAnnotationOnClassesTest.java,,JsonAdapterAnnotationOnClassesTest,34,1,0,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/JsonAdapterAnnotationOnClassesTest.java,,JsonAdapterAnnotationOnClassesTest,35,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/MapTest.java,,MapTest,36,1,0,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/MapTest.java,,MapTest,71,2,0,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/MapTest.java,,MapTest,72,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/NullObjectAndFieldTest.java,,NullObjectAndFieldTest,41,1,0,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/NullObjectAndFieldTest.java,,NullObjectAndFieldTest,39,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/ObjectTest.java,,ObjectTest,72,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/ObjectTest.java,,ObjectTest,72,1,0,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/ObjectTest.java,,ObjectTest,74,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/ObjectTest.java,,ObjectTest,72,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/TypeAdapterRuntimeTypeWrapperTest.java,,TypeAdapterRuntimeTypeWrapperTest,46,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/TypeAdapterRuntimeTypeWrapperTest.java,,TypeAdapterRuntimeTypeWrapperTest,53,6,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/TypeAdapterRuntimeTypeWrapperTest.java,,TypeAdapterRuntimeTypeWrapperTest,69,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/test/java/com/google/gson/functional/TypeAdapterRuntimeTypeWrapperTest.java,,TypeAdapterRuntimeTypeWrapperTest,67,1,1,73768be112357ec7358c15de8b7f72285732571e
Replace Anonymous With Lambda,gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java,,ConstructorConstructor,153,2,0,2dc29f7a15f6c2b6de384e8e1e545f20b1c8d5df
Replace Anonymous With Lambda,gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java,,ConstructorConstructor,153,2,1,2dc29f7a15f6c2b6de384e8e1e545f20b1c8d5df
Replace Anonymous With Lambda,gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java,,ConstructorConstructor,155,2,1,2dc29f7a15f6c2b6de384e8e1e545f20b1c8d5df
Replace Anonymous With Lambda,gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java,,ConstructorConstructor,155,3,4,2dc29f7a15f6c2b6de384e8e1e545f20b1c8d5df
Replace Anonymous With Lambda,gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java,,ConstructorConstructor,123,5,5,2dc29f7a15f6c2b6de384e8e1e545f20b1c8d5df
Replace Anonymous With Lambda,gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java,,ConstructorConstructor,123,5,5,2dc29f7a15f6c2b6de384e8e1e545f20b1c8d5df
Replace Anonymous With Lambda,gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java,,ConstructorConstructor,123,6,2,2dc29f7a15f6c2b6de384e8e1e545f20b1c8d5df
Replace Anonymous With Lambda,gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java,,ConstructorConstructor,186,1,1,2dc29f7a15f6c2b6de384e8e1e545f20b1c8d5df
Replace Anonymous With Lambda,gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java,,ConstructorConstructor,189,1,1,2dc29f7a15f6c2b6de384e8e1e545f20b1c8d5df
Replace Anonymous With Lambda,gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java,,ConstructorConstructor,192,3,1,2dc29f7a15f6c2b6de384e8e1e545f20b1c8d5df
Replace Anonymous With Lambda,gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java,,ConstructorConstructor,232,14,3,2dc29f7a15f6c2b6de384e8e1e545f20b1c8d5df
Replace Anonymous With Lambda,gson/src/main/java/com/google/gson/internal/ConstructorConstructor.java,,ConstructorConstructor,138,2,2,2dc29f7a15f6c2b6de384e8e1e545f20b1c8d5df
