refactoring_type,file_path,method_name,class_name,lines_changed,cyclomatic_complexity,nesting_depth,commit_sha
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/PredicatedSetTest.java,testIllegalAdd,PredicatedSetTest,18,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/PredicatedSetTest.java,testIllegalAddAll,PredicatedSetTest,32,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/PredicatedSortedSetTest.java,testIllegalAdd,PredicatedSortedSetTest,18,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/PredicatedSortedSetTest.java,testIllegalAddAll,PredicatedSortedSetTest,32,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/TransformedNavigableSetTest.java,testTransformedSet,TransformedNavigableSetTest,30,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/TransformedSetTest.java,testTransformedSet,TransformedSetTest,36,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/TransformedSortedSetTest.java,testTransformedSet,TransformedSortedSetTest,30,2,2,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/UnmodifiableNavigableSetTest.java,testUnmodifiable,UnmodifiableNavigableSetTest,34,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/set/UnmodifiableSortedSetTest.java,testUnmodifiable,UnmodifiableSortedSetTest,24,1,1,48afb43fa43d17b909e07a15e7c7509147d6440c
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/ArrayUtilsTest.java,,ArrayUtilsTest,98,1,4,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/BagUtilsTest.java,,BagUtilsTest,144,14,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/ClosureUtilsTest.java,,ClosureUtilsTest,604,3,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/CollectionUtilsTest.java,,CollectionUtilsTest,4454,49,5,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/ComparatorUtilsTest.java,,ComparatorUtilsTest,148,1,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/EnumerationUtilsTest.java,,EnumerationUtilsTest,250,2,3,3d737b007a970fec976beba45ff196a84566006f
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/FactoryUtilsTest.java,Mock2,FactoryUtilsTest,6,1,0,3d737b007a970fec976beba45ff196a84566006f
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/FactoryUtilsTest.java,getValue,FactoryUtilsTest,6,1,1,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/FluentIterableTest.java,,FluentIterableTest,848,3,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/IterableUtilsTest.java,,IterableUtilsTest,1212,5,4,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/IteratorUtilsTest.java,,IteratorUtilsTest,2144,20,4,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,,ListUtilsTest,986,17,4,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,,MapUtilsTest,2398,35,5,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/MultiMapUtilsTest.java,,MultiMapUtilsTest,222,7,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/MultiSetUtilsTest.java,,MultiSetUtilsTest,148,3,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java,,PredicateUtilsTest,1156,4,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/QueueUtilsTest.java,,QueueUtilsTest,126,9,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/SetUtilsTest.java,,SetUtilsTest,432,11,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/SplitMapUtilsTest.java,,SplitMapUtilsTest,266,6,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/TransformerUtilsTest.java,,TransformerUtilsTest,582,7,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/TrieUtilsTest.java,,TrieUtilsTest,32,2,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/ArrayCountingBloomFilterTest.java,,ArrayCountingBloomFilterTest,20,2,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/ArrayTrackerTest.java,,ArrayTrackerTest,42,1,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/BitMapExtractorFromArrayCountingBloomFilterTest.java,,BitMapExtractorFromArrayCountingBloomFilterTest,34,1,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/BitMapExtractorFromIndexExtractorTest.java,,BitMapExtractorFromIndexExtractorTest,56,6,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/BitMapExtractorFromLayeredBloomFilterTest.java,,BitMapExtractorFromLayeredBloomFilterTest,34,1,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/BitMapExtractorFromLongArrayTest.java,,BitMapExtractorFromLongArrayTest,98,3,5,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/BitMapExtractorFromSimpleBloomFilterTest.java,,BitMapExtractorFromSimpleBloomFilterTest,34,1,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/BitMapExtractorFromSparseBloomFilterTest.java,,BitMapExtractorFromSparseBloomFilterTest,34,1,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/BitMapExtractorFromWrappedBloomFilterTest.java,,BitMapExtractorFromWrappedBloomFilterTest,64,1,4,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/BitMapTrackerTest.java,,BitMapTrackerTest,42,1,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/BitMapsTest.java,,BitMapsTest,222,13,5,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/BloomFilterExtractorFromBloomFilterArrayTest.java,,BloomFilterExtractorFromBloomFilterArrayTest,14,1,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/BloomFilterExtractorFromLayeredBloomFilterTest.java,,BloomFilterExtractorFromLayeredBloomFilterTest,40,4,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/BloomFilterExtractorTest.java,,BloomFilterExtractorTest,32,1,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/CellExtractorFromArrayCountingBloomFilterTest.java,,CellExtractorFromArrayCountingBloomFilterTest,54,1,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/CellExtractorFromDefaultIndexExtractorTest.java,,CellExtractorFromDefaultIndexExtractorTest,54,1,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/CellExtractorFromLayeredBloomFilterTest.java,,CellExtractorFromLayeredBloomFilterTest,54,1,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/CountingPredicateTest.java,,CountingPredicateTest,178,4,4,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/DefaultBitMapExtractorTest.java,,DefaultBitMapExtractorTest,158,6,5,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/DefaultBloomFilterExtractorTest.java,,DefaultBloomFilterExtractorTest,28,3,5,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/DefaultBloomFilterTest.java,,DefaultBloomFilterTest,494,11,5,3d737b007a970fec976beba45ff196a84566006f
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/DefaultBloomFilterTest.java,NonSparseDefaultBloomFilter,DefaultBloomFilterTest,6,1,1,3d737b007a970fec976beba45ff196a84566006f
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/DefaultBloomFilterTest.java,SparseDefaultBloomFilter,DefaultBloomFilterTest,6,1,1,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/DefaultCellExtractorTest.java,,DefaultCellExtractorTest,78,3,5,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/DefaultIndexExtractorTest.java,,DefaultIndexExtractorTest,222,8,5,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/EnhancedDoubleHasherTest.java,,EnhancedDoubleHasherTest,146,2,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/IndexExtractorFromArrayCountingBloomFilterTest.java,,IndexExtractorFromArrayCountingBloomFilterTest,56,1,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/IndexExtractorFromBitmapExtractorTest.java,,IndexExtractorFromBitmapExtractorTest,156,4,5,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/IndexExtractorFromHasherTest.java,,IndexExtractorFromHasherTest,46,1,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/IndexExtractorFromIntArrayTest.java,,IndexExtractorFromIntArrayTest,50,1,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/IndexExtractorFromSimpleBloomFilterTest.java,,IndexExtractorFromSimpleBloomFilterTest,54,1,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/IndexExtractorFromSparseBloomFilterTest.java,,IndexExtractorFromSparseBloomFilterTest,54,1,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/IndexExtractorFromUniqueHasherTest.java,,IndexExtractorFromUniqueHasherTest,46,1,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/IndexExtractorTest.java,,IndexExtractorTest,116,5,5,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/IndexFilterTest.java,,IndexFilterTest,130,6,4,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayerManagerTest.java,,LayerManagerTest,508,9,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/LayeredBloomFilterTest.java,,LayeredBloomFilterTest,736,13,5,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SetOperationsTest.java,,SetOperationsTest,604,1,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/ShapeTest.java,,ShapeTest,518,17,4,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SimpleBloomFilterTest.java,,SimpleBloomFilterTest,40,2,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/SparseBloomFilterTest.java,,SparseBloomFilterTest,136,6,4,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/bloomfilter/WrappedBloomFilterTest.java,,WrappedBloomFilterTest,70,1,4,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/collection/IndexedCollectionTest.java,,IndexedCollectionTest,252,2,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/collection/PredicatedCollectionBuilderTest.java,,PredicatedCollectionBuilderTest,208,3,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/comparators/BooleanComparatorTest.java,,BooleanComparatorTest,190,3,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/comparators/ComparableComparatorTest.java,,ComparableComparatorTest,64,2,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/comparators/ComparatorChainTest.java,,ComparatorChainTest,320,9,4,3d737b007a970fec976beba45ff196a84566006f
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/ComparatorChainTest.java,PseudoRow,ComparatorChainTest,10,1,1,3d737b007a970fec976beba45ff196a84566006f
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/ComparatorChainTest.java,ColumnComparator,ComparatorChainTest,6,1,1,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java,,FixedOrderComparatorTest,528,9,5,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/comparators/ReverseComparatorTest.java,,ReverseComparatorTest,124,3,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/comparators/TransformingComparatorTest.java,,TransformingComparatorTest,96,4,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/functors/AllPredicateTest.java,,AllPredicateTest,200,2,3,3d737b007a970fec976beba45ff196a84566006f
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AllPredicateTest.java,AllPredicateTest,AllPredicateTest,12,1,1,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/functors/CatchAndRethrowClosureTest.java,,CatchAndRethrowClosureTest,118,1,4,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/functors/ComparatorPredicateTest.java,,ComparatorPredicateTest,116,2,3,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/functors/EqualPredicateTest.java,,EqualPredicateTest,100,1,3,3d737b007a970fec976beba45ff196a84566006f
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/EqualPredicateTest.java,EqualsTestObject,EqualPredicateTest,6,1,1,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/functors/NullPredicateTest.java,,NullPredicateTest,36,2,2,3d737b007a970fec976beba45ff196a84566006f
Change Class Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,,CartesianProductIteratorTest,344,18,6,3d737b007a970fec976beba45ff196a84566006f
