refactoring_type,class_name,method_name,lines_changed,cyclomatic_complexity,nesting_depth,file_path,commit_sha,class_encoded,method_encoded
Extract Method,Attribute,,4,1,1,x-pack/plugin/esql-core/src/main/java/org/elasticsearch/xpack/esql/core/expression/Attribute.java,99318f459902d478c8c5ae46c7ae36afa76c4d0b,37,0
Add Parameter,Attribute,protected,1,1,1,x-pack/plugin/esql-core/src/main/java/org/elasticsearch/xpack/esql/core/expression/Attribute.java,99318f459902d478c8c5ae46c7ae36afa76c4d0b,37,3
Extract Method,ExpressionBuilder,,15,3,2,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/ExpressionBuilder.java,99318f459902d478c8c5ae46c7ae36afa76c4d0b,278,0
Rename Parameter,ExpressionBuilder,public,1,2,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/ExpressionBuilder.java,99318f459902d478c8c5ae46c7ae36afa76c4d0b,278,4
Add Parameter,MetadataAttribute,protected,4,1,1,x-pack/plugin/esql-core/src/main/java/org/elasticsearch/xpack/esql/core/expression/MetadataAttribute.java,99318f459902d478c8c5ae46c7ae36afa76c4d0b,547,3
Move Method,EsqlBaseParser,,3,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/EsqlBaseParser.java,99318f459902d478c8c5ae46c7ae36afa76c4d0b,252,0
Move Method,EsqlBaseParser,,3,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/EsqlBaseParser.java,99318f459902d478c8c5ae46c7ae36afa76c4d0b,252,0
Move Method,EsqlBaseParser,,3,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/EsqlBaseParser.java,99318f459902d478c8c5ae46c7ae36afa76c4d0b,252,0
Move Method,EsqlBaseParser,,3,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/EsqlBaseParser.java,99318f459902d478c8c5ae46c7ae36afa76c4d0b,252,0
Extract Class,EsqlBaseParser,,31,4,2,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/EsqlBaseParser.java,99318f459902d478c8c5ae46c7ae36afa76c4d0b,252,0
Extract Class,EsqlBaseParser,,31,3,2,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/parser/EsqlBaseParser.java,99318f459902d478c8c5ae46c7ae36afa76c4d0b,252,0
Extract And Move Method,UnresolvedAttribute,,4,1,1,x-pack/plugin/esql-core/src/main/java/org/elasticsearch/xpack/esql/core/expression/UnresolvedAttribute.java,99318f459902d478c8c5ae46c7ae36afa76c4d0b,1034,0
Extract And Move Method,UnsupportedAttribute,,4,2,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/expression/function/UnsupportedAttribute.java,99318f459902d478c8c5ae46c7ae36afa76c4d0b,1036,0
Inline Method,IdentifierGenerator,,6,1,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/IdentifierGenerator.java,99318f459902d478c8c5ae46c7ae36afa76c4d0b,366,0
Rename Method,DocumentSubsetBitsetCacheTests,,55,5,4,x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/security/authz/accesscontrol/DocumentSubsetBitsetCacheTests.java,98a73cee37aac05536d6ccb0856c17742de8aa9b,197,0
Rename Method,DocumentSubsetBitsetCacheTests,,19,1,1,x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/security/authz/accesscontrol/DocumentSubsetBitsetCacheTests.java,98a73cee37aac05536d6ccb0856c17742de8aa9b,197,0
Move Code,DocumentSubsetBitsetCacheTests,,1,1,1,x-pack/plugin/core/src/test/java/org/elasticsearch/xpack/core/security/authz/accesscontrol/DocumentSubsetBitsetCacheTests.java,98a73cee37aac05536d6ccb0856c17742de8aa9b,197,0
Extract Method,DocumentSubsetBitsetCache,,24,1,1,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/authz/accesscontrol/DocumentSubsetBitsetCache.java,98a73cee37aac05536d6ccb0856c17742de8aa9b,196,0
Extract Method,DocumentSubsetBitsetCache,,24,1,1,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/authz/accesscontrol/DocumentSubsetBitsetCache.java,98a73cee37aac05536d6ccb0856c17742de8aa9b,196,0
Rename Variable,DocumentSubsetBitsetCache,package,1,1,1,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/authz/accesscontrol/DocumentSubsetBitsetCache.java,98a73cee37aac05536d6ccb0856c17742de8aa9b,196,1
Rename Variable,DocumentSubsetBitsetCache,package,1,1,1,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/authz/accesscontrol/DocumentSubsetBitsetCache.java,98a73cee37aac05536d6ccb0856c17742de8aa9b,196,1
Rename Variable,DocumentSubsetBitsetCache,package,1,1,1,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/authz/accesscontrol/DocumentSubsetBitsetCache.java,98a73cee37aac05536d6ccb0856c17742de8aa9b,196,1
Rename Variable,DocumentSubsetBitsetCache,private,1,1,1,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/authz/accesscontrol/DocumentSubsetBitsetCache.java,98a73cee37aac05536d6ccb0856c17742de8aa9b,196,2
Rename Variable,DocumentSubsetBitsetCache,public,1,1,1,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/authz/accesscontrol/DocumentSubsetBitsetCache.java,98a73cee37aac05536d6ccb0856c17742de8aa9b,196,4
Remove Parameter,DocumentSubsetBitsetCache,public,1,1,1,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/authz/accesscontrol/DocumentSubsetBitsetCache.java,98a73cee37aac05536d6ccb0856c17742de8aa9b,196,4
Remove Parameter,DocumentSubsetBitsetCache,package,1,1,1,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/authz/accesscontrol/DocumentSubsetBitsetCache.java,98a73cee37aac05536d6ccb0856c17742de8aa9b,196,1
Inline Method,DocumentSubsetBitsetCache,,3,1,1,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/authz/accesscontrol/DocumentSubsetBitsetCache.java,98a73cee37aac05536d6ccb0856c17742de8aa9b,196,0
Rename Method,PruneColumns,,15,4,3,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/PruneColumns.java,2f0010c86a27f1928479be7c9716fea1cb569763,664,0
Extract Method,LocalRelation,,14,5,3,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/plan/logical/local/LocalRelation.java,2f0010c86a27f1928479be7c9716fea1cb569763,463,0
Rename Method,LogicalPlanOptimizerTests,,29,2,2,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/LogicalPlanOptimizerTests.java,2f0010c86a27f1928479be7c9716fea1cb569763,469,0
Change Variable Type,TransportVersionReferencesPlugin,public,5,1,1,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/transport/TransportVersionReferencesPlugin.java,fa531c98a16ecaf2d06fda8291603be4ec113854,1020,4
Change Variable Type,TransportVersionResourcesPlugin,public,1,1,1,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/transport/TransportVersionResourcesPlugin.java,fa531c98a16ecaf2d06fda8291603be4ec113854,1021,4
Change Variable Type,TransportVersionResourcesPlugin,public,1,1,1,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/transport/TransportVersionResourcesPlugin.java,fa531c98a16ecaf2d06fda8291603be4ec113854,1021,4
Change Variable Type,TransportVersionResourcesPlugin,public,1,1,1,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/transport/TransportVersionResourcesPlugin.java,fa531c98a16ecaf2d06fda8291603be4ec113854,1021,4
Change Variable Type,IndexResolver,public,1,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/session/IndexResolver.java,19c035f64c14867357ffcd5cf3c34958454dcc83,374,4
Change Variable Type,IndexResolver,private,1,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/session/IndexResolver.java,19c035f64c14867357ffcd5cf3c34958454dcc83,374,2
Change Return Type,IndexResolver,private,1,1,1,x-pack/plugin/esql/src/main/java/org/elasticsearch/xpack/esql/session/IndexResolver.java,19c035f64c14867357ffcd5cf3c34958454dcc83,374,2
Extract Variable,ElasticsearchTestBasePlugin,private,1,1,1,build-tools-internal/src/main/java/org/elasticsearch/gradle/internal/ElasticsearchTestBasePlugin.java,072d5fd40473fc1a3c14e93d74e7c557d7724bdc,230,2
Change Method Access Modifier,LogicalPlanOptimizerTests,public,8,2,2,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/LogicalPlanOptimizerTests.java,c0560ef1dfeac96df4a51d3333f885003ab3031b,469,4
Extract Variable,ReplaceStatsFilteredAggWithEvalTests,public,4,1,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/ReplaceStatsFilteredAggWithEvalTests.java,c0560ef1dfeac96df4a51d3333f885003ab3031b,705,4
Extract Variable,ReplaceStatsFilteredAggWithEvalTests,public,4,1,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/ReplaceStatsFilteredAggWithEvalTests.java,c0560ef1dfeac96df4a51d3333f885003ab3031b,705,4
Extract Variable,ReplaceStatsFilteredAggWithEvalTests,public,7,1,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/ReplaceStatsFilteredAggWithEvalTests.java,c0560ef1dfeac96df4a51d3333f885003ab3031b,705,4
Extract Variable,ReplaceStatsFilteredAggWithEvalTests,public,8,1,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/ReplaceStatsFilteredAggWithEvalTests.java,c0560ef1dfeac96df4a51d3333f885003ab3031b,705,4
Extract Variable,ReplaceStatsFilteredAggWithEvalTests,public,5,1,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/ReplaceStatsFilteredAggWithEvalTests.java,c0560ef1dfeac96df4a51d3333f885003ab3031b,705,4
Extract Variable,ReplaceStatsFilteredAggWithEvalTests,public,5,1,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/ReplaceStatsFilteredAggWithEvalTests.java,c0560ef1dfeac96df4a51d3333f885003ab3031b,705,4
Extract Variable,ReplaceStatsFilteredAggWithEvalTests,public,5,1,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/ReplaceStatsFilteredAggWithEvalTests.java,c0560ef1dfeac96df4a51d3333f885003ab3031b,705,4
Extract Variable,ReplaceStatsFilteredAggWithEvalTests,public,5,2,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/ReplaceStatsFilteredAggWithEvalTests.java,c0560ef1dfeac96df4a51d3333f885003ab3031b,705,4
Extract Variable,ReplaceStatsFilteredAggWithEvalTests,public,8,1,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/ReplaceStatsFilteredAggWithEvalTests.java,c0560ef1dfeac96df4a51d3333f885003ab3031b,705,4
Extract Variable,ReplaceStatsFilteredAggWithEvalTests,public,8,1,1,x-pack/plugin/esql/src/test/java/org/elasticsearch/xpack/esql/optimizer/rules/logical/ReplaceStatsFilteredAggWithEvalTests.java,c0560ef1dfeac96df4a51d3333f885003ab3031b,705,4
Extract Variable,TransportBroadcastReplicationAction,public,1,1,1,server/src/main/java/org/elasticsearch/action/support/replication/TransportBroadcastReplicationAction.java,2721a6bebbee47df7e451a165c88f9479d1daa1a,991,4
Merge Variable,TransportBroadcastReplicationAction,public,1,1,1,server/src/main/java/org/elasticsearch/action/support/replication/TransportBroadcastReplicationAction.java,2721a6bebbee47df7e451a165c88f9479d1daa1a,991,4
Add Parameter,TransportBroadcastReplicationAction,protected,18,3,3,server/src/main/java/org/elasticsearch/action/support/replication/TransportBroadcastReplicationAction.java,2721a6bebbee47df7e451a165c88f9479d1daa1a,991,3
Remove Parameter,TransportBroadcastReplicationAction,protected,1,1,1,server/src/main/java/org/elasticsearch/action/support/replication/TransportBroadcastReplicationAction.java,2721a6bebbee47df7e451a165c88f9479d1daa1a,991,3
Remove Parameter,TransportBroadcastReplicationAction,protected,1,1,1,server/src/main/java/org/elasticsearch/action/support/replication/TransportBroadcastReplicationAction.java,2721a6bebbee47df7e451a165c88f9479d1daa1a,991,3
Rename Method,IndexRouting,,16,2,1,server/src/main/java/org/elasticsearch/cluster/routing/IndexRouting.java,2721a6bebbee47df7e451a165c88f9479d1daa1a,375,0
Add Parameter,IndexRouting,private,16,2,1,server/src/main/java/org/elasticsearch/cluster/routing/IndexRouting.java,2721a6bebbee47df7e451a165c88f9479d1daa1a,375,2
Change Method Access Modifier,IndexRouting,private,16,2,1,server/src/main/java/org/elasticsearch/cluster/routing/IndexRouting.java,2721a6bebbee47df7e451a165c88f9479d1daa1a,375,2
Remove Method Modifier,IndexRouting,protected,16,2,1,server/src/main/java/org/elasticsearch/cluster/routing/IndexRouting.java,2721a6bebbee47df7e451a165c88f9479d1daa1a,375,3
Extract Method,OperationRouting,,21,5,4,server/src/main/java/org/elasticsearch/cluster/routing/OperationRouting.java,2721a6bebbee47df7e451a165c88f9479d1daa1a,623,0
Extract Method,OperationRouting,,8,2,1,server/src/main/java/org/elasticsearch/cluster/routing/OperationRouting.java,2721a6bebbee47df7e451a165c88f9479d1daa1a,623,0
Rename Parameter,OperationRouting,private,1,1,1,server/src/main/java/org/elasticsearch/cluster/routing/OperationRouting.java,2721a6bebbee47df7e451a165c88f9479d1daa1a,623,2
Change Parameter Type,OperationRouting,private,1,1,1,server/src/main/java/org/elasticsearch/cluster/routing/OperationRouting.java,2721a6bebbee47df7e451a165c88f9479d1daa1a,623,2
Extract Method,LuceneCountOperator,,59,9,3,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/lucene/LuceneCountOperator.java,935e773c7fa1bf734564faa7fd1470e05f1bfecb,482,0
Extract Method,LuceneCountOperator,,59,9,3,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/lucene/LuceneCountOperator.java,935e773c7fa1bf734564faa7fd1470e05f1bfecb,482,0
Inline Attribute,LuceneCountOperator,,1,1,1,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/lucene/LuceneCountOperator.java,935e773c7fa1bf734564faa7fd1470e05f1bfecb,482,0
Merge Variable,LuceneCountOperator,private,1,1,1,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/lucene/LuceneCountOperator.java,935e773c7fa1bf734564faa7fd1470e05f1bfecb,482,2
Inline Variable,LuceneCountOperator,protected,1,1,1,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/lucene/LuceneCountOperator.java,935e773c7fa1bf734564faa7fd1470e05f1bfecb,482,3
Add Parameter,LuceneCountOperator,public,30,4,2,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/lucene/LuceneCountOperator.java,935e773c7fa1bf734564faa7fd1470e05f1bfecb,482,4
Replace Attribute With Variable,LuceneCountOperator,private,1,1,1,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/lucene/LuceneCountOperator.java,935e773c7fa1bf734564faa7fd1470e05f1bfecb,482,2
Add Parameter,LuceneCountOperator,public,19,1,1,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/lucene/LuceneCountOperator.java,935e773c7fa1bf734564faa7fd1470e05f1bfecb,482,4
Move Attribute,LuceneCountOperator,,1,1,1,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/lucene/LuceneCountOperator.java,935e773c7fa1bf734564faa7fd1470e05f1bfecb,482,0
Change Attribute Type,LuceneCountOperator,,1,1,1,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/lucene/LuceneCountOperator.java,935e773c7fa1bf734564faa7fd1470e05f1bfecb,482,0
Change Attribute Access Modifier,LuceneCountOperator,,1,1,1,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/lucene/LuceneCountOperator.java,935e773c7fa1bf734564faa7fd1470e05f1bfecb,482,0
Extract Class,LuceneCountOperator,,155,18,4,x-pack/plugin/esql/compute/src/main/java/org/elasticsearch/compute/lucene/LuceneCountOperator.java,935e773c7fa1bf734564faa7fd1470e05f1bfecb,482,0
Add Parameter,HttpRequestSender,private,17,1,1,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/external/http/sender/HttpRequestSender.java,d5a93436ef227a54dc16faa867b721346800c26f,354,2
Add Parameter,HttpRequestSender,private,17,1,1,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/external/http/sender/HttpRequestSender.java,d5a93436ef227a54dc16faa867b721346800c26f,354,2
Remove Parameter,HttpRequestSender,private,1,1,1,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/external/http/sender/HttpRequestSender.java,d5a93436ef227a54dc16faa867b721346800c26f,354,2
Remove Parameter,HttpRequestSender,private,1,1,1,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/external/http/sender/HttpRequestSender.java,d5a93436ef227a54dc16faa867b721346800c26f,354,2
Inline Method,AmazonBedrockRequestSender,,11,1,1,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/services/amazonbedrock/client/AmazonBedrockRequestSender.java,d5a93436ef227a54dc16faa867b721346800c26f,24,0
Extract Method,AmazonBedrockRequestSender,,4,1,1,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/services/amazonbedrock/client/AmazonBedrockRequestSender.java,d5a93436ef227a54dc16faa867b721346800c26f,24,0
Move Code,AmazonBedrockRequestSender,,7,1,1,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/services/amazonbedrock/client/AmazonBedrockRequestSender.java,d5a93436ef227a54dc16faa867b721346800c26f,24,0
Replace Variable With Attribute,AmazonBedrockRequestSender,public,6,1,1,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/services/amazonbedrock/client/AmazonBedrockRequestSender.java,d5a93436ef227a54dc16faa867b721346800c26f,24,4
Change Variable Type,AmazonBedrockRequestSender,public,6,1,1,x-pack/plugin/inference/src/main/java/org/elasticsearch/xpack/inference/services/amazonbedrock/client/AmazonBedrockRequestSender.java,d5a93436ef227a54dc16faa867b721346800c26f,24,4
Add Parameter,AmazonBedrockRequestSenderTests,public,6,1,1,x-pack/plugin/inference/src/test/java/org/elasticsearch/xpack/inference/services/amazonbedrock/client/AmazonBedrockRequestSenderTests.java,d5a93436ef227a54dc16faa867b721346800c26f,25,4
Remove Parameter,AmazonBedrockRequestSenderTests,public,1,1,1,x-pack/plugin/inference/src/test/java/org/elasticsearch/xpack/inference/services/amazonbedrock/client/AmazonBedrockRequestSenderTests.java,d5a93436ef227a54dc16faa867b721346800c26f,25,4
Remove Variable Modifier,DefBootstrapTests,public,3,1,1,modules/lang-painless/src/test/java/org/elasticsearch/painless/DefBootstrapTests.java,65ec9e80cb38a1eb552b0e935ba40dd84119bef0,169,4
Move Class,RemoteConnectionStrategy,,48,1,1,server/src/main/java/org/elasticsearch/transport/RemoteConnectionStrategy.java,5383ebeebf2289ddee24486a7b9600ad2f6127b9,693,0
Add Parameter,ProxyConnectionStrategy,package,19,2,2,server/src/main/java/org/elasticsearch/transport/ProxyConnectionStrategy.java,5383ebeebf2289ddee24486a7b9600ad2f6127b9,663,1
Remove Parameter,ProxyConnectionStrategy,package,1,1,1,server/src/main/java/org/elasticsearch/transport/ProxyConnectionStrategy.java,5383ebeebf2289ddee24486a7b9600ad2f6127b9,663,1
Remove Parameter,ProxyConnectionStrategy,package,1,1,1,server/src/main/java/org/elasticsearch/transport/ProxyConnectionStrategy.java,5383ebeebf2289ddee24486a7b9600ad2f6127b9,663,1
Remove Parameter,ProxyConnectionStrategy,package,1,1,1,server/src/main/java/org/elasticsearch/transport/ProxyConnectionStrategy.java,5383ebeebf2289ddee24486a7b9600ad2f6127b9,663,1
Remove Parameter,ProxyConnectionStrategy,package,1,1,1,server/src/main/java/org/elasticsearch/transport/ProxyConnectionStrategy.java,5383ebeebf2289ddee24486a7b9600ad2f6127b9,663,1
Merge Parameter,ProxyConnectionStrategy,package,1,1,1,server/src/main/java/org/elasticsearch/transport/ProxyConnectionStrategy.java,5383ebeebf2289ddee24486a7b9600ad2f6127b9,663,1
